COD_CURSO;COD_DISCIPLINA;COD_TURMA;PERIODO_IDEAL;NOME_DISCIPLINA;VAGAS_OFERECIDAS;DIA_SEMANA;HR_INICIO;HR_FIM;NUM_SALA;NOME_DOCENTE
GADM;GADM1751;851751;5;LOGÍSTICA;55;QUA;18:10:00;21:30:00;H-105;ALEXANDRE ALI GUIMARAES
GPROD;GPRO7814;470090;9;LOGÍSTICA;40;TER;18:10:00;21:30:00;E-313;PEDRO SENNA VIEIRA
GMEC;GMEC7403;160561;7;LUBRIFICAÇÃO E MANUTENÇÃO;50;SEX;09:45:00;12:20:00;E-401;JORGE LUIZ COUTINHO DINIZ
GADM;GADM1743;841743;4;MACROECONOMIA;55;QUA;12:50:00;14:30:00;E-209;MARCELO SAMPAIO DIAS MACIEL
GADM;GADM1743;841743;4;MACROECONOMIA;55;SEG;12:50:00;13:40:00;;MARCELO SAMPAIO DIAS MACIEL
GMEC;GMEC7106;190608;8;MÁQUINAS DE TRANSPORTE;50;QUA;18:10:00;20:40:00;E-305;FELIPE DO CARMO AMORIM
GMEC;GMEC7405;140406;5;MÁQUINAS OPERATRIZES;50;SEG;07:00:00;08:40:00;E-305;MANUEL JOAQUIM DE CASTRO LOURENCO
GMEC;GMEC7405;140406;5;MÁQUINAS OPERATRIZES;50;SEG;07:00:00;08:40:00;E-305;JORGE LUIZ COUTINHO DINIZ
GMEC;GMEC7405;140406;5;MÁQUINAS OPERATRIZES;50;SEX;07:00:00;08:40:00;LAB 7;MANUEL JOAQUIM DE CASTRO LOURENCO
GMEC;GMEC7405;140406;5;MÁQUINAS OPERATRIZES;50;SEX;07:00:00;08:40:00;LAB 7;JORGE LUIZ COUTINHO DINIZ
BCC;GCC1208;920006 B;2;MATEMÁTICA DISCRETA;40;QUI;18:10:00;21:30:00;P1-203;DIEGO NUNES BRANDAO
BCC;GCC1208;920006 A;2;MATEMÁTICA DISCRETA;40;QUI;18:10:00;21:30:00;P1-205;MAYARA MIDORI OMAI
GFIS;GCC1208;220006;0;MATEMÁTICA DISCRETA;3;QUI;18:10:00;21:30:00;P1-203;MAYARA MIDORI OMAI
BCC;GADM1746;990005;0;MATEMÁTICA FINANCEIRA;5;SEX;12:50:00;16:15:00;D-222;MARCUS VAL SPRINGER
GADM;GADM1746;841746;4;MATEMÁTICA FINANCEIRA;60;SEX;12:50:00;16:15:00;D-222;MARCUS VAL SPRINGER
GCIV;GCIV8501;740031;5;MATERIAIS DE CONSTRUÇÃO CIVIL I;45;SEG;18:10:00;19:50:00;D-218;GERSON LUIS DE ARAUJO RODRIGUES
GCIV;GCIV8501;740031;5;MATERIAIS DE CONSTRUÇÃO CIVIL I;45;SEX;18:10:00;19:50:00;D-226;GERSON LUIS DE ARAUJO RODRIGUES
GCIV;GCIV8601;750001;6;MATERIAIS DE CONSTRUÇÃO CIVIL II;45;SEX;19:50:00;21:30:00;D-226;GERSON LUIS DE ARAUJO RODRIGUES
GCIV;GCIV8601;750001;6;MATERIAIS DE CONSTRUÇÃO CIVIL II;45;SEG;19:50:00;21:30:00;D-226;GERSON LUIS DE ARAUJO RODRIGUES
GMEC;GMEC7301;130341;4;MATERIAIS DE CONSTRUÇÃO MECÂNICA;50;TER;07:00:00;08:40:00;E-307;LUIS FELIPE GUIMARAES DE SOUZA
GMEC;GMEC7301;130341;4;MATERIAIS DE CONSTRUÇÃO MECÂNICA;50;QUA;07:00:00;09:45:00;H-101;LUIS FELIPE GUIMARAES DE SOUZA
GAUT;GELE7042;653030;4;MATERIAIS ELÉTRICOS;15;TER;13:40:00;16:15:00;H-102;ANA FLAVIA PEIXOTO DE CAMARGOS
GEL;GELE7042;232300;4;MATERIAIS ELÉTRICOS;15;TER;13:40:00;16:15:00;H-102;ANA FLAVIA PEIXOTO DE CAMARGOS
GELT;GELE7042;332300;4;MATERIAIS ELÉTRICOS;15;TER;13:40:00;16:15:00;H-102;ANA FLAVIA PEIXOTO DE CAMARGOS
GTEL;GELE7042;530280;4;MATERIAIS ELÉTRICOS;15;TER;13:40:00;16:15:00;H-102;ANA FLAVIA PEIXOTO DE CAMARGOS
GFIS;GFIS8505;220001;5;MECÂNICA ANALÍTICA I;20;QUA;10:40:00;12:20:00;E-401;ALVARO LUIS MARTINS DE ALMEIDA NOGUEIRA
GFIS;GFIS8505;220001;5;MECÂNICA ANALÍTICA I;20;SEX;10:40:00;12:20:00;D-226;ALVARO LUIS MARTINS DE ALMEIDA NOGUEIRA
BCC;GEXT7001;990012;0;MECÂNICA BÁSICA;2;QUA;07:00:00;09:45:00;H-104;ANTONIO JOSE SOARES MADEIRA DOMINGUES
BCC;GEXT7001;990012;0;MECÂNICA BÁSICA;2;SEX;08:55:00;10:35:00;H-103;ANTONIO JOSE SOARES MADEIRA DOMINGUES
BCC;GEXT7001;990011;0;MECÂNICA BÁSICA;3;QUA;07:00:00;08:40:00;E-305;DIRCEU ATANAZIO PORTES JUNIOR
BCC;GEXT7001;990011;0;MECÂNICA BÁSICA;3;SEX;07:00:00;09:45:00;H-104;DIRCEU ATANAZIO PORTES JUNIOR
GAMB;GEXT7001;Esp Mc bas;2;MECÂNICA BÁSICA;25;QUA;15:25:00;18:10:00;E-303;ALVARO LUIS MARTINS DE ALMEIDA NOGUEIRA
GAMB;GEXT7001;Esp Mc bas;2;MECÂNICA BÁSICA;25;SEX;12:50:00;14:30:00;E-307;ALVARO LUIS MARTINS DE ALMEIDA NOGUEIRA
GAMB;GEXT7001;127001;2;MECÂNICA BÁSICA;20;QUA;15:25:00;18:10:00;H-102;NATALIA FERREIRA
GAMB;GEXT7001;127001;2;MECÂNICA BÁSICA;20;SEX;12:50:00;14:30:00;H-102;NATALIA FERREIRA
GAUT;GEXT7001;651013;2;MECÂNICA BÁSICA;25;QUA;15:25:00;18:10:00;CAMPIII203;LUIS FERNANDO DOS SANTOS
GAUT;GEXT7001;651013;2;MECÂNICA BÁSICA;25;SEX;12:50:00;14:30:00;E-303;LUIS FERNANDO DOS SANTOS
GCIV;GEXT7001;710005;2;MECÂNICA BÁSICA;27;QUA;15:25:00;18:10:00;H-102;NATALIA FERREIRA
GCIV;GEXT7001;710005;2;MECÂNICA BÁSICA;27;SEX;12:50:00;14:30:00;H-102;NATALIA FERREIRA
GCIV;GEXT7001;Esp Mc Bas;2;MECÂNICA BÁSICA;25;QUA;15:25:00;18:10:00;E-303;ALVARO LUIS MARTINS DE ALMEIDA NOGUEIRA
GCIV;GEXT7001;Esp Mc Bas;2;MECÂNICA BÁSICA;25;SEX;12:50:00;14:30:00;E-307;ALVARO LUIS MARTINS DE ALMEIDA NOGUEIRA
GEL;GEXT7001;212130;2;MECÂNICA BÁSICA;25;QUA;15:25:00;18:10:00;H-104;RICARDO CARDOSO PASQUALI
GEL;GEXT7001;212130;2;MECÂNICA BÁSICA;25;SEX;12:50:00;14:30:00;H-104;RICARDO CARDOSO PASQUALI
GELT;GEXT7001;312130;2;MECÂNICA BÁSICA;25;QUA;15:25:00;18:10:00;H-104;RICARDO CARDOSO PASQUALI
GELT;GEXT7001;312130;2;MECÂNICA BÁSICA;25;SEX;12:50:00;14:30:00;H-104;RICARDO CARDOSO PASQUALI
GMEC;GEXT7001;110221;2;MECÂNICA BÁSICA;50;QUA;07:00:00;09:45:00;E-305;DIRCEU ATANAZIO PORTES JUNIOR
GMEC;GEXT7001;110221;2;MECÂNICA BÁSICA;50;SEX;07:00:00;08:40:00;H-104;DIRCEU ATANAZIO PORTES JUNIOR
GPROD;GEXT7001;410062;2;MECÂNICA BÁSICA;50;QUA;07:00:00;09:45:00;H-104;ANTONIO JOSE SOARES MADEIRA DOMINGUES
GPROD;GEXT7001;410062;2;MECÂNICA BÁSICA;50;SEX;08:55:00;10:35:00;H-103;ANTONIO JOSE SOARES MADEIRA DOMINGUES
GTEL;GEXT7001;510130;2;MECÂNICA BÁSICA;25;QUA;15:25:00;18:10:00;CAMPIII203;LUIS FERNANDO DOS SANTOS
GTEL;GEXT7001;510130;2;MECÂNICA BÁSICA;25;SEX;12:50:00;14:30:00;E-303;LUIS FERNANDO DOS SANTOS
GMEC;GMEC7008;130391;6;MECÂNICA DOS FLUIDOS;50;TER;10:40:00;12:20:00;E-303;LUCIANA LOUREIRO DA SILVA MONTEIRO
GMEC;GMEC7008;130391;6;MECÂNICA DOS FLUIDOS;50;QUA;07:00:00;08:40:00;E-307;LUCIANA LOUREIRO DA SILVA MONTEIRO
GMEC;GMEC7008;130391;6;MECÂNICA DOS FLUIDOS;50;QUA;08:55:00;10:35:00;E-307;LUCIANA LOUREIRO DA SILVA MONTEIRO
GAMB;GEAMB1619;161619;6;MECÂNICA DOS SOLOS;40;SEG;18:10:00;21:30:00;E-305;DESIREE CHRISTINE DE OLIVEIRA E SILVA
GCIV;GCIV8604;750004;6;MECÂNICA DOS SOLOS I;45;QUA;19:50:00;21:30:00;D-224;AMARO FRANCISCO CODA DOS SANTOS
GCIV;GCIV8604;750004;6;MECÂNICA DOS SOLOS I;45;SEX;17:20:00;19:50:00;D-224;AMARO FRANCISCO CODA DOS SANTOS
GCIV;GCIV8705;760006;7;MECÂNICA DOS SOLOS II;45;SEG;18:10:00;19:50:00;D-222;AMARO FRANCISCO CODA DOS SANTOS
GCIV;GCIV8705;760006;7;MECÂNICA DOS SOLOS II;45;SEX;19:50:00;21:30:00;D-222;AMARO FRANCISCO CODA DOS SANTOS
GFIS;GFIS8701;220002;7;MECÂNICA ESTATÍSTICA;20;QUA;16:30:00;18:15:00;E-405;DIRCEU ATANAZIO PORTES JUNIOR
GFIS;GFIS8701;220002;7;MECÂNICA ESTATÍSTICA;20;SEX;16:30:00;19:00:00;E-209;DIRCEU ATANAZIO PORTES JUNIOR
GAMB;GMEC7003;Esp Mecge;3;MECÂNICA GERAL;40;SEG;12:50:00;15:25:00;D-222;BRUNO PERAZZO PEDROSO BARBOSA
GAMB;GMEC7003;137003;3;MECÂNICA GERAL;40;QUI;12:50:00;15:25:00;D-224;LAIS AMARAL ALVES
GAMB;GMEC7003;137003;3;MECÂNICA GERAL;40;QUI;12:50:00;15:25:00;D-224;JONATAS MOTTA QUIRINO
GAUT;GMEC7003;652020;3;MECÂNICA GERAL;16;TER;12:50:00;15:25:00;D-222;PAULO CESAR DA CAMARA MONTEIRO JUNIOR
GCIV;GCIV8303;720016;3;MECÂNICA GERAL;45;SEX;19:00:00;21:30:00;D-314;JULIANO DE LIMA
GEL;GMEC7003;222199;3;MECÂNICA GERAL;15;TER;12:50:00;15:25:00;D-222;PAULO CESAR DA CAMARA MONTEIRO JUNIOR
GELT;GMEC7003;322199;3;MECÂNICA GERAL;15;TER;12:50:00;15:25:00;D-222;PAULO CESAR DA CAMARA MONTEIRO JUNIOR
GPROD;GMEC7003;420067;3;MECÂNICA GERAL;50;TER;07:50:00;08:40:00;H-102;PAULO CESAR DA CAMARA MONTEIRO JUNIOR
GPROD;GMEC7003;420067;3;MECÂNICA GERAL;50;QUA;07:00:00;08:40:00;E-415;PAULO CESAR DA CAMARA MONTEIRO JUNIOR
GTEL;GMEC7003;520211;3;MECÂNICA GERAL;15;TER;12:50:00;15:25:00;D-222;PAULO CESAR DA CAMARA MONTEIRO JUNIOR
GFIS;GFIS8702;220012;7;MECÂNICA QUÂNTICA II;20;TER;12:50:00;14:30:00;E-415;NELSON LUIZ PANZA PEREIRA DA SILVA
GFIS;GFIS8702;220012;7;MECÂNICA QUÂNTICA II;20;QUI;12:50:00;14:30:00;E-415;NELSON LUIZ PANZA PEREIRA DA SILVA
GMEC;GMEC7101;140449;5;MECANISMOS;50;TER;08:55:00;12:20:00;E-209;FELIPE DO CARMO AMORIM
GAUT;GELE7162;655043;7;MEDIDAS ELÉTRICAS E MAGNÉTICAS;10;SEG;19:00:00;22:20:00;H-103;YAN RICARDO DAMASCENO RANGEL
GEL;GELE7162;262550;7;MEDIDAS ELÉTRICAS E MAGNÉTICAS;20;SEG;19:00:00;22:20:00;H-103;YAN RICARDO DAMASCENO RANGEL
GELT;GELE7162;362550;7;MEDIDAS ELÉTRICAS E MAGNÉTICAS;25;SEG;19:00:00;22:20:00;H-103;ALEXANDRE BERGANTINI DE SOUZA
GTEL;GELE7162;562550;7;MEDIDAS ELÉTRICAS E MAGNÉTICAS;7;SEG;19:00:00;22:20:00;H-103;ALEXANDRE BERGANTINI DE SOUZA
GMEC;GMEC7302;150538;5;METALOGRAFIA E TRATAMENTOS TÉRMICOS I;40;SEG;10:40:00;12:20:00;Metrologia;MATHEUS CAMPOLINA MENDES
GMEC;GMEC7302;150538;5;METALOGRAFIA E TRATAMENTOS TÉRMICOS I;40;QUA;08:55:00;10:35:00;E-403;MATHEUS CAMPOLINA MENDES
GMEC;GMEC7303;160594;6;METALOGRAFIA E TRATAMENTOS TÉRMICOS II;40;TER;07:00:00;08:40:00;E-305;MATHEUS CAMPOLINA MENDES
GMEC;GMEC7303;160594;6;METALOGRAFIA E TRATAMENTOS TÉRMICOS II;40;QUA;10:40:00;12:20:00;E-403;MATHEUS CAMPOLINA MENDES
GMEC;GMEC7613;100001;0;METALURGIA DA SOLDAGEM I;25;TER;07:00:00;09:45:00;E-518;JORGE CARLOS FERREIRA JORGE
GMEC;GMEC7614;100002;0;METALURGIA DA SOLDAGEM II;25;TER;09:45:00;12:20:00;E-518;JORGE CARLOS FERREIRA JORGE
BCC;GCC1523;951523;5;METODOLOGIA CIENTÍFICA;40;QUA;14:35:00;16:15:00;P1-205;EDUARDO SOARES OGASAWARA
GAMB;GEDA7401;127401;2;METODOLOGIA CIENTÍFICA;30;SEG;16:30:00;18:10:00;H-101;MIRIAM CARMEN MACIEL DA NOBREGA PACHECO
GAUT;GEDA7401;651010;2;METODOLOGIA CIENTÍFICA;50;SEG;16:30:00;18:10:00;H-101;MIRIAM CARMEN MACIEL DA NOBREGA PACHECO
GCIV;GCIV8203;710006;2;METODOLOGIA CIENTÍFICA;45;SEX;18:10:00;19:50:00;D-220;ANDREA SOUSA DA CUNHA FERNANDES
GEL;GEDA7401;212172;2;METODOLOGIA CIENTÍFICA;50;SEG;16:30:00;18:10:00;H-101;MIRIAM CARMEN MACIEL DA NOBREGA PACHECO
GELT;GEDA7401;312172;2;METODOLOGIA CIENTÍFICA;50;SEG;16:30:00;18:10:00;H-101;MIRIAM CARMEN MACIEL DA NOBREGA PACHECO
GMEC;GEDA7401;110256;2;METODOLOGIA CIENTÍFICA;50;SEG;10:40:00;12:20:00;D-226;JONATAS MOTTA QUIRINO
GPROD;GEDA7401;410005;2;METODOLOGIA CIENTÍFICA;50;TER;10:40:00;12:20:00;D-222;CRISTINA GOMES DE SOUZA
GTEL;GEDA7401;510165;2;METODOLOGIA CIENTÍFICA;50;SEG;16:30:00;18:10:00;H-101;MIRIAM CARMEN MACIEL DA NOBREGA PACHECO
GADM;GADM1762;851762;6;METODOLOGIA DA PESQUISA;55;QUA;18:10:00;20:40:00;E-307;MARCELO DE SOUSA NOGUEIRA
GADM;GADM1719;811719;0;MÉTODOS ÁGEIS DE GESTÃO;40;SEG;16:30:00;18:10:00;H-105;RENATA FARIA DOS SANTOS
GPROD;GEXT7712;430077;4;MÉTODOS ESTATÍSTICOS;50;TER;09:45:00;12:20:00;E-307;CAROLINE PONCE DE MORAES
GMEC;GMEC7402;140430;5;METROLOGIA;20;TER;07:00:00;08:40:00;Metrologia;LUIZ ROBERTO OLIVEIRA DA SILVA
GMEC;GMEC7402;140430;5;METROLOGIA;20;QUA;08:55:00;10:35:00;Metrologia;LUIZ ROBERTO OLIVEIRA DA SILVA
GMEC;GMEC7402;140473;5;METROLOGIA;20;TER;07:00:00;08:40:00;Metrologia;LUIZ ROBERTO OLIVEIRA DA SILVA
GMEC;GMEC7402;140473;5;METROLOGIA;20;QUA;07:00:00;08:40:00;Metrologia;LUIZ ROBERTO OLIVEIRA DA SILVA
GAMB;GEAMB1621;161621;6;MICROBIOLOGIA;40;TER;14:35:00;18:10:00;CAMPIII203;MARIA JOSE PAES SANTOS
GADM;GADM1753;851753;5;MICROECONOMIA;55;TER;18:10:00;19:50:00;E-307;FABIO DE SIMONE E SOUZA
GADM;GADM1753;851753;5;MICROECONOMIA;55;QUI;18:10:00;19:50:00;E-305;FABIO DE SIMONE E SOUZA
GELT;GELE7319;372559;8;MICROELETRÔNICA;16;TER;12:50:00;14:30:00;CAMPIII203;VINICIUS COUTINHO DE OLIVEIRA
GELT;GELE7319;372559;8;MICROELETRÔNICA;16;TER;14:35:00;16:15:00;E-210;VINICIUS COUTINHO DE OLIVEIRA
GTEL;GELE7282;570525;8;MICROONDAS;50;QUI;14:35:00;17:20:00;E-215;ANA ELISA LEITAO ALONSO FERREIRA
GAUT;GELE7185;655045;6;MICROPROCESSADORES I;15;TER;17:20:00;19:00:00;E110;JOAO ROBERTO DE TOLEDO QUADROS
GAUT;GELE7185;655045;6;MICROPROCESSADORES I;15;TER;19:00:00;20:40:00;E110;JOAO ROBERTO DE TOLEDO QUADROS
GELT;GELE7185;352446;6;MICROPROCESSADORES I;15;TER;17:20:00;19:00:00;E110;JOAO ROBERTO DE TOLEDO QUADROS
GELT;GELE7185;352446;6;MICROPROCESSADORES I;15;TER;19:00:00;20:40:00;E110;JOAO ROBERTO DE TOLEDO QUADROS
GTEL;GELE7185;552446;6;MICROPROCESSADORES I;15;TER;17:20:00;19:00:00;E110;JOAO ROBERTO DE TOLEDO QUADROS
GTEL;GELE7185;552446;6;MICROPROCESSADORES I;15;TER;19:00:00;20:40:00;E110;JOAO ROBERTO DE TOLEDO QUADROS
GAUT;GELE7194;660076;7;MICROPROCESSADORES II;15;QUA;07:00:00;08:40:00;E 214;ANDRE LUIS COSTA CANELLA
GAUT;GELE7194;660076;7;MICROPROCESSADORES II;15;QUA;08:55:00;10:35:00;E 214;ANDRE LUIS COSTA CANELLA
GELT;GELE7194;362553;7;MICROPROCESSADORES II;15;QUA;07:00:00;08:40:00;E 214;ANDRE LUIS COSTA CANELLA
GELT;GELE7194;362553;7;MICROPROCESSADORES II;15;QUA;08:55:00;10:35:00;E 214;ANDRE LUIS COSTA CANELLA
GTEL;GELE7194;577194;7;MICROPROCESSADORES II;10;TER;19:00:00;20:40:00;;ADRIANO MARTINS MOUTINHO
GTEL;GELE7194;577194;7;MICROPROCESSADORES II;10;QUI;19:00:00;20:40:00;;ADRIANO MARTINS MOUTINHO
GAMB;GEAMB1726;171726;7;MODELAGEM AMBIENTAL;30;QUA;18:10:00;21:30:00;B-211;ANNA PAULA BOURDON
GPROD;GPRO7820;407820;0;MODELAGEM EM ENG. DE PROCESSOS;15;QUI;18:10:00;20:40:00;P1-101;RAFAEL PAIM CUNHA SANTOS
GCIV;GCIV0835;700835;0;MODELAGEM ESTRUTURAL;14;TER;18:10:00;19:50:00;D-200;RICARDO RODRIGUES DE ARAUJO
GCIV;GCIV0839;790002;0;MODELAGEM HIDRÁULICA DE SISTEMAS DE ABASTECIMENTO;20;SEX;19:50:00;21:30:00;D-210;MICKAELA MIDON DA PAIXAO
GADM;GADM1776;871776;7;MODELAGEM MATEMÁTICA;55;QUI;18:10:00;19:50:00;E-303;MARCUS VAL SPRINGER
GCIV;GCIV0844;790005;0;MODELAGEM PARAMÉTRICA PARA A ENGENHARIA CIVIL;20;QUI;19:50:00;21:30:00;D-216;BERNARDO FARIA RICHTER
GFIS;GFIS8705;220016;7;MONOGRAFIA I;20;SEG;07:00:00;11:30:00;;RICARDO CARDOSO PASQUALI
GMEC;GMEC7206;190614;0;MOTORES DE COMBUSTÃO INTERNA;30;TER;18:10:00;21:30:00;E-209;THIAGO DE OLIVEIRA MACEDO
GMEC;GMEC7502;130344;4;NORMALIZAÇÃO E CONFIABILIDADE;50;SEG;09:45:00;12:20:00;D-222;LAIS AMARAL ALVES
GMEC;GMEC7502;130344;4;NORMALIZAÇÃO E CONFIABILIDADE;50;SEG;09:45:00;12:20:00;D-222;JORGE LUIZ COUTINHO DINIZ
GCIV;GCIV0812;700812;0;OBRAS DE TERRA;20;SEX;17:20:00;19:00:00;D-210;JULIANO DE LIMA
GAUT;GEXT7004;654320;5;ONDAS;12;SEX;14:35:00;16:15:00;H-105;LUIS FERNANDO DOS SANTOS
GAUT;GEXT7004;654320;5;ONDAS;12;SEX;16:30:00;18:10:00;H-105;LUIS FERNANDO DOS SANTOS
GCIV;GEXT7004;740028;5;ONDAS;50;QUI;12:50:00;16:25:00;D-322;ANTONIO JOSE SOARES MADEIRA DOMINGUES
GEL;GEXT7004;242320;5;ONDAS;14;SEX;16:30:00;18:10:00;H-105;LUIS FERNANDO DOS SANTOS
GEL;GEXT7004;242320;5;ONDAS;14;SEX;14:35:00;16:15:00;H-105;LUIS FERNANDO DOS SANTOS
GELT;GEXT7004;342320;5;ONDAS;15;SEX;14:35:00;16:15:00;H-105;LUIS FERNANDO DOS SANTOS
GELT;GEXT7004;342320;5;ONDAS;15;SEX;16:30:00;18:10:00;H-105;LUIS FERNANDO DOS SANTOS
GMEC;GEXT7004;140001;5;ONDAS;50;SEX;08:55:00;10:35:00;E-303;DIRCEU ATANAZIO PORTES JUNIOR
GMEC;GEXT7004;140001;5;ONDAS;50;SEX;10:40:00;12:20:00;E-303;DIRCEU ATANAZIO PORTES JUNIOR
GPROD;GEXT7004;440082;5;ONDAS;45;SEG;10:40:00;12:20:00;E-405;CAROLINA VANNIER DOS SANTOS BORGES
GPROD;GEXT7004;440082;5;ONDAS;45;QUA;10:40:00;12:20:00;E-405;CAROLINA VANNIER DOS SANTOS BORGES
GTEL;GEXT7004;540320;5;ONDAS;12;SEX;14:35:00;16:15:00;H-105;LUIS FERNANDO DOS SANTOS
GTEL;GEXT7004;540320;5;ONDAS;12;SEX;16:30:00;18:10:00;H-105;LUIS FERNANDO DOS SANTOS
GCIV;GCIV8002;780025;10;ORÇAMENTO, PLANEJAMENTO E CONTROLE DE OBRAS CIVIS;45;TER;18:10:00;19:50:00;D-212;JOSE ARTUR D OLIVEIRA MUSSI
GCIV;GCIV8002;780025;10;ORÇAMENTO, PLANEJAMENTO E CONTROLE DE OBRAS CIVIS;45;SEG;18:10:00;19:50:00;D-212;JOSE ARTUR D OLIVEIRA MUSSI
BCC;GCC1418;940006;4;ORGANIZAÇÃO DE ESTRUTURAS DE ARQUIVOS;40;QUI;18:10:00;21:30:00;P1-103;RENATO CAMPOS MAURO
GLEA;GLEA1874;011874;7;ORGANIZAÇÃO E GESTÃO DE EVENTOS II;40;QUA;07:00:00;08:40:00;CAMPIII206;THAIS COSTA DA SILVA
GLEA;GLEA1875;011875;7;ORGANIZAÇÕES INTERNACIONAIS E INTEGRAÇÃO REGIONAL;40;SEX;07:00:00;09:45:00;D-226;FELIPE VIDAL BENVENUTO ALBERTO
GAUT;GELE7330;656001;7;OTIMIZAÇÃO;20;QUI;14:35:00;17:20:00;PAV5 M7;PEDRO PABLO RIASCOS HENAO
GCIV;GCIV0814;790064;0;PATOLOGIAS EM ESTRUTURA DO CONCRETO;30;TER;18:10:00;19:50:00;D-210;GERSON LUIS DE ARAUJO RODRIGUES
GCIV;GCIV0825;700825;0;PERÍCIAS E AVALIAÇÕES IMOBILIÁRIA;30;QUI;17:20:00;19:00:00;P 111;MARCOS ARAUJO BRAZ DE OLIVEIRA
GADM;GADM1785;880004;8;PESQUISA OPERACIONAL;50;QUI;19:50:00;21:30:00;E-303;MARCUS VAL SPRINGER
BCC;GPRO7709;930008;0;PESQUISA OPERACIONAL I;5;QUI;09:45:00;12:20:00;E-313;ORMEU COELHO DA SILVA JUNIOR
GPROD;GPRO7709;450087;6;PESQUISA OPERACIONAL I;40;QUI;09:45:00;12:20:00;E-313;ORMEU COELHO DA SILVA JUNIOR
BCC;GPRO7710;930010;0;PESQUISA OPERACIONAL II;5;QUA;07:00:00;09:45:00;E-313;ORMEU COELHO DA SILVA JUNIOR
GPROD;GPRO7710;460091;7;PESQUISA OPERACIONAL II;40;QUA;07:00:00;09:45:00;E-313;ORMEU COELHO DA SILVA JUNIOR
GAMB;GEAMB1837;181001;8;PLANEJAMENTO AMBIENTAL;30;QUI;14:35:00;18:10:00;CAMPIII204;JUAN FELIPPE SANTIAGO DE VASCONCELLOS
GAUT;GEDA7002;656007;6;PLANEJAMENTO DA PRODUÇÃO;25;SEG;19:00:00;21:30:00;H-104;MIRIAM CARMEN MACIEL DA NOBREGA PACHECO
GEL;GEDA7002;242357;6;PLANEJAMENTO DA PRODUÇÃO;30;SEG;19:00:00;21:30:00;H-104;MIRIAM CARMEN MACIEL DA NOBREGA PACHECO
GELT;GEDA7002;342357;6;PLANEJAMENTO DA PRODUÇÃO;25;SEG;19:00:00;21:30:00;H-104;MIRIAM CARMEN MACIEL DA NOBREGA PACHECO
GMEC;GEDA7002;190613;9;PLANEJAMENTO DA PRODUÇÃO;50;SEG;19:00:00;21:30:00;H-104;MIRIAM CARMEN MACIEL DA NOBREGA PACHECO
GTEL;GEDA7002;540340;6;PLANEJAMENTO DA PRODUÇÃO;25;SEG;19:00:00;21:30:00;H-104;MIRIAM CARMEN MACIEL DA NOBREGA PACHECO
GPROD;GPRO7813;470094;7;PLANEJAMENTO DAS INSTALAÇÕES;44;QUI;07:00:00;09:45:00;E-313;MARIA CLARA LIPPI
GLEA;GLEA1858;011858;5;PLANEJAMENTO E CONSULTORIA LINGUÍSTICA;40;QUA;10:40:00;12:20:00;D-226;LEANDRO DA SILVA GOMES CRISTOVAO
GADM;GADM1771;871771;7;PLANEJAMENTO E CONTROLE DA PRODUÇÃO;50;SEX;18:10:00;21:30:00;E-415;ALEXANDRE BARBOSA MARQUES
GPROD;GPRO7805;470092;8;PLANEJAMENTO E CONTROLE DA PRODUÇÃO I;40;QUA;18:10:00;19:50:00;E-313;RAFAEL GARCIA BARBASTEFANO
GPROD;GPRO7805;470092;8;PLANEJAMENTO E CONTROLE DA PRODUÇÃO I;40;QUA;19:50:00;21:30:00;E-313;RAFAEL GARCIA BARBASTEFANO
GPROD;GPRO7822;490016;9;PLANEJAMENTO E CONTROLE DA PRODUÇÃO II;40;QUI;17:20:00;20:40:00;E-301;IGOR LEAO DOS SANTOS MONTES
GCIV;GCIV8803;770011;8;PORTOS, MEIOS E VIAS NAVEGÁVEIS;45;TER;19:50:00;21:30:00;D-212;MARCOS ARAUJO BRAZ DE OLIVEIRA
BCC;GCC1629;960010;6;PRÁTICA EM PESQUISA APLICADA;40;SEX;13:40:00;17:20:00;P1-102;EDUARDO SOARES OGASAWARA
GEL;GELE1012MA;20023;1;PRÁTICAS COMPUTACIONAIS I;20;QUA;16:30:00;18:10:00;E 214;MAURO SANDRO DOS REIS
GFIS;GFIS8102;208102;1;PRÁTICAS DE FÍSICA I;20;TER;14:35:00;16:15:00;;SHEILA CRISTINA RIBEIRO REGO
GFIS;GFIS1013MA;220011;1;PRÁTICAS DE FÍSICA I;20;TER;14:35:00;16:15:00;E-309;SHEILA CRISTINA RIBEIRO REGO
GFIS;GFIS8303;220015;3;PRÁTICAS DE FÍSICA III;20;QUI;13:40:00;15:25:00;E-309;NATALIA FERREIRA
GFIS;GFIS8503;217304;5;PRÁTICAS DE FÍSICA MODERNA;1;SEX;08:55:00;10:35:00;E-309;CAROLINA VANNIER DOS SANTOS BORGES
BCC;GADM1706;901706;0;PRÁTICAS DO MERCADO DE TRABALHO;5;QUI;16:30:00;18:10:00;CAMPIII206;YANA TORRES DE MAGALHAES
GADM;GADM1706;890006;0;PRÁTICAS DO MERCADO DE TRABALHO;30;QUI;16:30:00;18:10:00;CAMPIII206;YANA TORRES DE MAGALHAES
GTEL;GELE7380;500000;0;PRÁTICAS E PROJETOS DE REDES;20;QUA;18:10:00;19:50:00;E-202;LUIS CARLOS FONSECA MACHADO
